title,description,category
Mi usuario del sistema no me deja entrar de ninguna forma,"Mi usuario del sistema no me deja entrar de ninguna forma, desde que volvimos de la semana de vacaciones.",ACCESOS
La impresora de red está muy lenta desde hace rato,"La impresora de red está muy lenta desde hace rato, después de la última actualización.",RED
El scanner no carga la batería aunque esté conectado,"El scanner no carga la batería aunque esté conectado, desde esta mañana.",HARDWARE
Recordatorio automático de reservas,"Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde que volvimos de la semana de vacaciones. No es urgente, pueden revisarlo cuando tengan tiempo.",SUGERENCIAS
La red del laboratorio no llega señal a mi oficina,"La red del laboratorio no llega señal a mi oficina, cada vez que lo intento. Es urgente, no puedo seguir trabajando.",RED
El punto de red de mi oficina quedó completamente sin acceso,"El punto de red de mi oficina quedó completamente sin acceso, de forma intermitente durante el día.",RED
El notebook se ve la pantalla completamente negra,"El notebook se ve la pantalla completamente negra, de un momento a otro. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
La sala 204 quiero reservarla de forma recurrente todo el mes,"La sala 204 quiero reservarla de forma recurrente todo el mes, desde ayer en la tarde. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RESERVA_DE_SALAS
Mi usuario del sistema dice que el usuario no existe,"Mi usuario del sistema dice que el usuario no existe, desde ayer en la tarde.",ACCESOS
Recordatorio automático de reservas,"Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando sin ningún cambio de mi parte. Sin apuro, cualquier día de esta semana está bien.",SUGERENCIAS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
El laboratorio de cómputo la necesito reservar para mañana,"El laboratorio de cómputo la necesito reservar para mañana, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
No me notificaron el cambio,"Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando justo antes de una reunión importante. Puede esperar, no me está bloqueando por ahora.",RECLAMOS
El wifi de la oficina aparece 'sin acceso a internet',"El wifi de la oficina aparece 'sin acceso a internet', desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",RED
Mi clave de acceso no tiene permisos para entrar a la carpeta,"Mi clave de acceso no tiene permisos para entrar a la carpeta, sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",ACCESOS
El cargador del notebook hace un ruido extraño al prender,"El cargador del notebook hace un ruido extraño al prender, sin ningún cambio de mi parte.",HARDWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
El punto de red de mi oficina quedó completamente sin acceso,"El punto de red de mi oficina quedó completamente sin acceso, de un momento a otro. Necesito que se resuelva hoy mismo si es posible.",RED
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando cada vez que lo intento.",SUGERENCIAS
Mi perfil en el sistema de tickets dice que el usuario no existe,"Mi perfil en el sistema de tickets dice que el usuario no existe, hace ya una semana. Es urgente, no puedo seguir trabajando.",ACCESOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando justo antes de una reunión importante. Tengo una entrega importante y esto me lo está impidiendo.",RECLAMOS
El acceso a la carpeta compartida no logra conectar,"El acceso a la carpeta compartida no logra conectar, de forma intermitente durante el día.",RED
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando sin ningún cambio de mi parte. Es urgente, no puedo seguir trabajando.",RECLAMOS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde esta mañana.,RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando hace ya una semana.,RECLAMOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando desde que volvimos de la semana de vacaciones.",RECLAMOS
La red del piso 3 quedó completamente sin acceso,"La red del piso 3 quedó completamente sin acceso, desde esta mañana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
El micrófono se congela cada rato,"El micrófono se congela cada rato, de un momento a otro. Puede esperar, no me está bloqueando por ahora.",HARDWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.,SUGERENCIAS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando cada vez que lo intento.",SUGERENCIAS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando de un momento a otro. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
El acceso a la carpeta compartida quedó completamente sin acceso,"El acceso a la carpeta compartida quedó completamente sin acceso, después de la última actualización.",RED
La aplicación de asistencia se cierra solo apenas lo abro,"La aplicación de asistencia se cierra solo apenas lo abro, hace ya una semana. Sistema completo caído para todo el área, se necesita atención inmediata.",SOFTWARE
Zoom no reconoce mi usuario y contraseña,"Zoom no reconoce mi usuario y contraseña, desde esta mañana.",SOFTWARE
El notebook se ve la pantalla completamente negra,"El notebook se ve la pantalla completamente negra, justo antes de una reunión importante.",HARDWARE
La red del piso 3 aparece 'sin acceso a internet',"La red del piso 3 aparece 'sin acceso a internet', cada vez que lo intento. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
La sala de capacitación la necesito reservar para mañana,"La sala de capacitación la necesito reservar para mañana, cada vez que lo intento. Necesito que se resuelva hoy mismo si es posible.",RESERVA_DE_SALAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando justo antes de una reunión importante. Es crítico: afecta a todo el piso y nadie puede trabajar.",OTRO
El scanner no detecta el mouse ni el teclado,"El scanner no detecta el mouse ni el teclado, desde que volvimos de la semana de vacaciones.",HARDWARE
Zoom no reconoce mi usuario y contraseña,"Zoom no reconoce mi usuario y contraseña, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando sin ningún cambio de mi parte.,SUGERENCIAS
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, desde que volvimos de la semana de vacaciones. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de un momento a otro.",OTRO
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando después de la última actualización. Sin apuro, cualquier día de esta semana está bien.",RECLAMOS
La webcam no carga la batería aunque esté conectado,"La webcam no carga la batería aunque esté conectado, desde esta mañana. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde esta mañana. Es urgente, no puedo seguir trabajando.",OTRO
Mi cuenta de la vpn dice que el usuario no existe,"Mi cuenta de la vpn dice que el usuario no existe, sin ningún cambio de mi parte.",ACCESOS
El teclado se calienta demasiado y se apaga,"El teclado se calienta demasiado y se apaga, desde que volvimos de la semana de vacaciones.",HARDWARE
Teams se cierra solo apenas lo abro,"Teams se cierra solo apenas lo abro, desde que volvimos de la semana de vacaciones.",SOFTWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde esta mañana.,SUGERENCIAS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando cada vez que lo intento.",OTRO
El navegador se cierra solo apenas lo abro,"El navegador se cierra solo apenas lo abro, de forma intermitente durante el día.",SOFTWARE
La vpn institucional no reconoce mi usuario y contraseña,"La vpn institucional no reconoce mi usuario y contraseña, desde esta mañana. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SOFTWARE
No me notificaron el cambio,"Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando sin ningún cambio de mi parte. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
El laboratorio de cómputo necesito cambiarle el horario a mi reserva,"El laboratorio de cómputo necesito cambiarle el horario a mi reserva, de un momento a otro.",RESERVA_DE_SALAS
La cuenta de la impresora olvidé la contraseña y no puedo recuperarla,"La cuenta de la impresora olvidé la contraseña y no puedo recuperarla, cada vez que lo intento.",ACCESOS
El antivirus muestra un error al iniciar sesión,"El antivirus muestra un error al iniciar sesión, desde que volvimos de la semana de vacaciones.",SOFTWARE
